transaction_id,timestamp,user_id,merchant,amount,description,category,pattern_label
78255851-f9dd-449e-a9ff-fe53d75a5fa6,2023-01-01 00:00:00,user_210,ZombieGym,29.99,Monthly Gym,Health,normal
bc94ac13-6f19-44c4-bbf7-7f2d7bb39bc9,2023-01-01 00:00:00,user_186,ZombieGym,29.99,Monthly Gym,Health,normal
d569b423-679c-402f-aff2-f19580b1e818,2023-01-01 00:00:00,user_117,ZombieGym,29.99,Monthly Gym,Health,normal
dfda4690-6b6c-484e-94e3-eafa2bc4bf04,2023-01-01 00:00:00,user_253,ZombieGym,29.99,Monthly Gym,Health,normal
407704c6-afee-4b82-be7e-080b56cf44c1,2023-01-01 00:00:00,user_179,ZombieGym,29.99,Monthly Gym,Health,normal
fa757ae0-fa90-4bb0-a4b1-279d224c2095,2023-01-01 00:00:00,user_145,ZombieGym,29.99,Monthly Gym,Health,normal
ebdfc204-35ad-4f25-860a-6da1a7deee58,2023-01-01 00:00:00,user_148,ZombieGym,29.99,Monthly Gym,Health,normal
acd3d7e8-e41e-4963-af31-a7905b9c43a1,2023-01-01 00:00:00,user_149,ZombieGym,29.99,Monthly Gym,Health,normal
2222e903-6f1f-4b44-9fcb-bfd45060de52,2023-01-01 00:00:00,user_027,ZombieGym,29.99,Monthly Gym,Health,normal
d9fdcd61-6db0-49a0-b2ab-21a1628e9ecd,2023-01-01 00:00:00,user_175,ZombieGym,29.99,Monthly Gym,Health,normal
f6f029cb-bd7a-4298-9ed9-3b306a5c802c,2023-01-01 00:00:00,user_183,ZombieGym,29.99,Monthly Gym,Health,normal
621ab452-3f6b-4c6c-a1fc-b9a3676439b5,2023-01-01 00:00:00,user_003,StreamPlus,12.0,Streaming Plan,Entertainment,normal
57e6f747-2b45-44f4-9eb3-a98235a84f1d,2023-01-01 00:28:16,user_063,CoffeeSpot,5.65,Coffee,Dining,normal
5cb5aa51-22c5-439f-8fa0-839986d90a70,2023-01-01 01:33:18,user_090,StreamFlix,12.0,Monthly Sub,Entertainment,normal
6e145793-c816-4a11-9aeb-6ebd4291710d,2023-01-01 02:07:26,user_129,CoffeeSpot,5.01,Morning Brew,Dining,normal
88a49804-4531-4f62-a17d-d036655f2898,2023-01-01 02:44:39,user_216,MetroTransit,2.1,Ride Share,Transport,normal
a6028049-93e8-4cd5-87ec-4ef8083c923e,2023-01-01 03:12:32,user_193,GymBody,40.0,Gym Membership,Health,normal
7bfe4c49-49e7-41b1-acb0-3323d294d5ad,2023-01-01 03:56:58,user_018,BookWorm,30.63,Stationery,Shopping,normal
bb9bef9f-1db4-4f9a-a9ef-57f5d3e26209,2023-01-01 04:13:57,user_128,MetroTransit,3.76,Subway Token,Transport,normal
1638c2af-87b7-4bf6-bd98-3bd1eff43b42,2023-01-01 04:39:57,user_204,GroceryMart,54.32,Groceries,Groceries,normal
d59a9aff-bc49-4681-8b5e-3230621a8148,2023-01-01 05:19:16,user_012,BookWorm,24.4,Novel,Shopping,normal
adb89dea-bd70-4c98-b34c-4e2c07b3f957,2023-01-01 06:18:00,user_144,TechStore,228.76,Gadget,Electronics,normal
fc49f5df-4176-46fb-a0e5-e5a7488c71fa,2023-01-01 06:24:35,user_159,TechStore,460.22,Gadget,Electronics,normal
0bf83032-220f-4cd3-a79e-a42bba822a56,2023-01-01 07:54:45,user_294,CoffeeSpot,4.51,Coffee,Dining,normal
f7ef3990-2711-44da-811c-3028f5a5b306,2023-01-01 08:25:50,user_222,StreamFlix,12.0,Monthly Sub,Entertainment,normal
54238f8e-46bc-4559-90a3-1e561aeeec6c,2023-01-01 09:02:08,user_173,GroceryMart,83.22,Weekly Shop,Groceries,normal
c36f46b5-2dc2-4fec-90d5-d1561d32c29c,2023-01-01 09:07:59,user_092,GroceryMart,133.79,Groceries,Groceries,normal
ab2d1103-0ac8-45e7-b068-e47145b58e67,2023-01-01 09:19:51,user_293,MetroTransit,6.79,Bus Fare,Transport,normal
981da08a-abd5-46f9-970d-2146f50b2666,2023-01-01 09:26:56,user_008,TechStore,341.65,Repair,Electronics,normal
a3d2fc87-438b-4484-bb48-d52510cc064f,2023-01-01 10:05:42,user_258,CityPower,94.79,Electric Bill,Utilities,normal
136e5df6-3be2-4fdb-822f-a5247af99b49,2023-01-01 10:14:16,user_234,FashionHub,104.58,Shoes,Shopping,normal
787caf9e-eb3f-4f47-91c3-ce9aa4fed830,2023-01-01 10:21:48,user_155,TechStore,228.28,Cable,Electronics,normal
4d1f1c7c-e18b-45cb-9682-c4f02747bc7f,2023-01-01 12:15:10,user_061,BookWorm,45.82,Novel,Shopping,normal
9ead8935-4c88-4d69-ad40-d7a5cc9383d8,2023-01-01 12:51:36,user_001,FashionHub,131.03,Accessory,Shopping,normal
4cc7248c-dc1d-4c27-b03a-a908770b08ab,2023-01-01 13:14:16,user_054,TechStore,247.54,Gadget,Electronics,normal
86974527-3cb1-4ebe-83fc-8758b2842977,2023-01-01 13:24:09,user_181,CoffeeSpot,12.52,Coffee,Dining,normal
bd372980-b9dc-4e61-8793-e6e446fe0438,2023-01-01 14:22:36,user_179,FashionHub,84.51,Accessory,Shopping,normal
51ecf72a-5fd6-453f-8056-86168a625b45,2023-01-01 14:38:20,user_167,FashionHub,42.64,Clothing,Shopping,normal
10e1f964-87ef-46c6-bd3e-201dce3607b1,2023-01-01 14:39:07,user_219,FastBurger,26.06,Drive Thru,Dining,normal
1ddfe837-b7ee-47df-83da-e7ee5d6c378f,2023-01-01 15:19:04,user_267,TechStore,478.54,Repair,Electronics,normal
de616024-3d57-4e45-a68e-f43d3724669c,2023-01-01 15:23:30,user_159,BookWorm,27.54,Books,Shopping,normal
131584e4-dfd0-43f5-8d02-7b9e800d490c,2023-01-01 15:56:23,user_058,TechStore,365.35,Gadget,Electronics,normal
acfa4e79-78c7-4bdd-8bdc-1ea64380a515,2023-01-01 16:14:34,user_251,StreamFlix,12.0,Streaming Service,Entertainment,normal
bb17d303-18bf-4294-994f-66aa2131591c,2023-01-01 16:28:21,user_159,RideGo,41.5,Trip,Transport,normal
17479e73-52c4-419e-bc92-79cdc7278259,2023-01-01 17:06:19,user_136,MobileNet,49.99,Phone Bill,Utilities,normal
cd4c8b65-6128-4ccb-b493-f7b03d05dc6d,2023-01-01 17:49:36,user_026,BookWorm,54.8,Stationery,Shopping,normal
3b132df9-b609-46b4-a22f-8fd6bf3fe1b5,2023-01-01 17:54:53,user_262,MetroTransit,4.38,Subway Token,Transport,normal
a4b674a1-b310-480b-9923-b5a44bce3653,2023-01-01 18:52:06,user_086,MetroTransit,3.81,Ride Share,Transport,normal
41157eab-0af2-4406-af9a-2d984933cdd1,2023-01-01 19:16:53,user_221,CityPower,119.94,Power Usage,Utilities,normal
d720d554-a9e2-4e1a-b9ce-48d99c276ee1,2023-01-01 19:32:33,user_016,TechStore,150.25,Gadget,Electronics,normal
77dbf5ce-b532-4d31-bf52-7fbc22990fa3,2023-01-01 19:36:22,user_215,FastBurger,17.87,Burger Combo,Dining,normal
fa4355b6-d283-45e0-9c87-b876339a6dc2,2023-01-01 19:39:27,user_095,GymBody,40.0,Monthly Dues,Health,normal
979bd19b-3361-4d05-8b39-3856aca4a40a,2023-01-01 19:46:40,user_265,RideGo,36.25,Ride to Work,Transport,normal
4de2e75b-b8c3-4f70-839e-7e4d260244d7,2023-01-01 19:56:04,user_055,RideGo,17.99,RideGo Svc,Transport,normal
8b4b3676-c883-4e7e-8e5e-7c1ddf4a5a8c,2023-01-01 22:02:54,user_113,StreamFlix,12.0,Streaming Service,Entertainment,normal
7a3e782c-5c5e-4755-9125-3d9fc3810f38,2023-01-01 23:09:56,user_220,StreamFlix,12.0,Monthly Sub,Entertainment,normal
e40c0f5a-8746-4cef-8bdb-bf4aa3ff7288,2023-01-01 23:21:34,user_221,GymBody,40.0,Gym Membership,Health,normal
12db6d6b-6965-4794-93a1-08094cdee410,2023-01-01 23:43:55,user_049,RideGo,35.03,Trip,Transport,normal
6da05a7b-eea4-47d5-bede-587631d95b13,2023-01-02 00:00:00,user_145,OldBank,200.0,Opening Deposit,Finance,normal
6eed0105-4a1e-47b7-ae21-f73f76e23013,2023-01-02 00:00:00,user_095,OldBank,200.0,Opening Deposit,Finance,normal
6e5cda15-e3a3-4b2d-a3a2-4555c05e9b65,2023-01-02 00:06:47,user_107,FashionHub,43.93,Clothing,Shopping,normal
7a9a9d94-4b11-4838-85a9-391528501825,2023-01-02 00:08:11,user_273,TechStore,129.33,Cable,Electronics,normal
3dfb65ed-d892-453d-b3f5-d1de0211319b,2023-01-02 00:12:24,user_052,FastBurger,22.55,Lunch,Dining,normal
2b9e6b83-5aa8-4046-a0f1-f4445ad9abad,2023-01-02 01:10:37,user_015,FashionHub,123.52,Accessory,Shopping,normal
dbc9b9f6-a72c-4048-a379-f40c86114d05,2023-01-02 02:22:03,user_199,FashionHub,59.29,Shoes,Shopping,normal
1e27c245-6df3-494e-b58a-513c0690ce2d,2023-01-02 02:58:28,user_038,GroceryMart,123.9,Weekly Shop,Groceries,normal
aac4e767-a71a-4413-8c8e-6936e92546bf,2023-01-02 03:33:00,user_065,GymBody,40.0,Gym Membership,Health,normal
d2d8a3b6-d8d8-40f6-b326-67cd32c60828,2023-01-02 04:06:55,user_240,TechStore,66.65,Repair,Electronics,normal
f55b6a47-d670-4feb-82af-61f0815e3952,2023-01-02 05:15:40,user_111,MobileNet,57.61,Phone Bill,Utilities,normal
168a22b9-a18b-4537-b38e-057d76a4222c,2023-01-02 05:15:41,user_224,FastBurger,20.89,Burger Combo,Dining,normal
05db9b19-e38f-4629-8b62-61f238b30db3,2023-01-02 08:36:26,user_155,GymBody,40.0,Gym Membership,Health,normal
e283ecef-8e22-4a9e-9137-c07295d9d247,2023-01-02 10:08:23,user_059,CoffeeSpot,9.19,Morning Brew,Dining,normal
3267eaf2-2e91-4ba6-9c39-8c0ff7753710,2023-01-02 11:21:58,user_288,TechStore,490.61,Repair,Electronics,normal
453f2b63-43ea-4c66-a4c6-b554c2faa7ed,2023-01-02 11:22:07,user_271,FastBurger,18.69,Drive Thru,Dining,normal
2d6ce60d-0e52-4f10-a30f-dc920bfe385b,2023-01-02 11:56:47,user_037,CityPower,87.94,Power Usage,Utilities,normal
ed9f3183-8129-4e89-b51c-4a270ac12abd,2023-01-02 12:00:46,user_276,FastBurger,22.03,Lunch,Dining,normal
3bb0e13d-e1ed-442d-9825-29b65e6730c5,2023-01-02 12:07:47,user_183,StreamFlix,12.0,Streaming Service,Entertainment,normal
2d42a79d-b6ae-4ba9-8d41-0f9a8b1ca37e,2023-01-02 12:45:18,user_011,TechStore,134.86,Gadget,Electronics,normal
4b96aac0-4456-4c2e-a545-fe2386de25b2,2023-01-02 13:08:34,user_299,GroceryMart,79.1,Groceries,Groceries,normal
dfb16041-aafd-4a6e-a732-5d3b1edddd8f,2023-01-02 15:58:21,user_201,FastBurger,23.69,Drive Thru,Dining,normal
d146a165-42db-4a1d-b035-f9d2447cd886,2023-01-02 16:12:59,user_115,CityPower,131.63,Electric Bill,Utilities,normal
5be5ddd5-66f6-4379-8650-313ca41798f7,2023-01-02 17:27:25,user_166,CoffeeSpot,9.66,Morning Brew,Dining,normal
b2d909c6-1507-4cb3-b7eb-03bf460c97e1,2023-01-02 18:06:48,user_045,MetroTransit,8.35,Ride Share,Transport,normal
4f0cfdf6-0a27-44b6-bb94-0682c5cc0c64,2023-01-02 18:16:12,user_181,StreamFlix,12.0,Monthly Sub,Entertainment,normal
65a9ef12-bf19-4869-ba6d-e3f35d866736,2023-01-02 18:33:15,user_040,CityPower,102.23,Electric Bill,Utilities,normal
da5b227f-03c8-49a2-b839-01e3887b0c22,2023-01-02 18:53:36,user_249,MobileNet,55.8,Phone Bill,Utilities,normal
3da00d9e-b863-4c33-837d-04a49a35cb7b,2023-01-02 18:55:10,user_035,GymBody,40.0,Gym Membership,Health,normal
bc69912b-598b-472a-ac58-739a5740f4a3,2023-01-02 19:39:06,user_228,RideGo,24.25,Ride to Work,Transport,normal
1cb2ae2e-1049-456b-aefa-cb0f213bd2c8,2023-01-02 19:44:20,user_029,GroceryMart,112.81,Groceries,Groceries,normal
8ea54bd4-8e39-445c-bc69-74eea32de1b3,2023-01-02 19:48:38,user_221,GymBody,40.0,Gym Membership,Health,normal
cf3bb4ba-242a-4c8a-a344-d41f9308d45b,2023-01-02 20:24:13,user_164,RideGo,26.24,Ride to Work,Transport,normal
bfcae297-31c6-4efe-a22e-7d34fbe9e081,2023-01-02 22:38:50,user_245,FashionHub,149.4,Accessory,Shopping,normal
5f5437ba-4065-4940-a6a8-c96193993844,2023-01-02 22:56:32,user_129,MetroTransit,9.81,Bus Fare,Transport,normal
915bf5c9-cabc-46ea-95f3-b51a4c8dcf82,2023-01-02 23:20:44,user_253,GroceryMart,150.1,Weekly Shop,Groceries,normal
c881ce9c-d5b9-4bad-9ca3-f26779606f87,2023-01-03 00:00:00,user_058,FreeGadget,4.95,S&H for Trial,Shopping,potential_trap
7fe749e3-58fe-4333-be9d-fe4cdf042dad,2023-01-03 00:00:00,user_010,StreamPlus,12.0,Streaming Plan,Entertainment,normal
b13fc536-baa0-413f-961b-58a598b92350,2023-01-03 00:06:57,user_037,CityPower,126.44,Electric Bill,Utilities,normal
e7c38f9a-3829-4ba4-8e28-6662f9e882dd,2023-01-03 02:12:24,user_068,TechStore,110.85,Repair,Electronics,normal
58be5ee4-8dcb-47f3-ad77-2851bdb4adc6,2023-01-03 02:37:06,user_183,StreamFlix,12.0,Streaming Service,Entertainment,normal
f86a8ba9-e1bb-4369-a078-01781474c788,2023-01-03 03:04:28,user_016,GroceryMart,117.58,Store #402,Groceries,normal
80972657-34e3-4475-ae7d-91bbe2cabfec,2023-01-03 03:15:34,user_268,TechStore,468.34,Repair,Electronics,normal
760caf96-1889-4deb-ad3d-208c2a187fb0,2023-01-03 03:58:03,user_122,CoffeeSpot,7.55,Latte,Dining,normal
d6d67ad1-c2b3-4840-a886-d9e983e568f1,2023-01-03 05:08:52,user_221,BookWorm,25.94,Novel,Shopping,normal
b8d7c40e-71a3-4175-a498-9001f6fec337,2023-01-03 06:11:29,user_116,TechStore,378.73,Cable,Electronics,normal
886d0447-c24c-4875-a544-d9ea8b027d36,2023-01-03 07:04:18,user_292,StreamFlix,12.0,Monthly Sub,Entertainment,normal
83664985-8ec7-454d-abe2-ab7f89a0755b,2023-01-03 07:16:38,user_016,MetroTransit,5.23,Bus Fare,Transport,normal
c87c7110-587a-44be-8b6b-d84090b948d8,2023-01-03 08:02:01,user_159,MobileNet,48.48,Phone Bill,Utilities,normal
c9e65484-a3f9-46fb-828d-5ebf2ef01d05,2023-01-03 08:11:35,user_067,MetroTransit,5.9,Subway Token,Transport,normal
e92d13f1-74de-4fff-990a-9ede0101c922,2023-01-03 08:31:38,user_197,CoffeeSpot,14.12,Latte,Dining,normal
9323f7bd-379f-4bfe-b35a-8744330a255c,2023-01-03 08:48:48,user_251,FastBurger,27.85,Lunch,Dining,normal
a9ec01b2-dc07-477e-b807-6ee23953c70e,2023-01-03 09:37:21,user_196,CityPower,119.58,Power Usage,Utilities,normal
6d6cd225-d1ac-4875-807c-3ad4f850ea29,2023-01-03 10:14:49,user_276,BookWorm,17.97,Novel,Shopping,normal
71f35882-701b-41e2-b6de-bb015eedb314,2023-01-03 10:17:45,user_081,BookWorm,32.29,Stationery,Shopping,normal
199e2a55-427d-402b-9d32-821fad987e43,2023-01-03 10:45:11,user_022,TechStore,141.52,Cable,Electronics,normal
b942ee58-42e1-42a9-816d-525309dd7774,2023-01-03 11:45:38,user_221,StreamFlix,12.0,Streaming Service,Entertainment,normal
369742e1-c2e6-4c67-8758-db20c9020d52,2023-01-03 11:59:46,user_178,BookWorm,31.55,Stationery,Shopping,normal
508d1517-0943-4a74-a2b1-01108b412b31,2023-01-03 12:06:40,user_268,TechStore,424.15,Gadget,Electronics,normal
adddacfc-da67-4443-a9d1-053df208e6bf,2023-01-03 12:37:18,user_149,FashionHub,37.96,Shoes,Shopping,normal
6e277994-ad24-4b46-8495-b7c4f65530c2,2023-01-03 12:49:14,user_247,MetroTransit,9.15,Ride Share,Transport,normal
b5d469a7-7c67-40b7-9525-7796f932cad6,2023-01-03 13:12:37,user_240,CoffeeSpot,7.52,Morning Brew,Dining,normal
0bdcfc7a-0ae4-49d8-90b7-dfbfc03a0f36,2023-01-03 13:16:14,user_063,FastBurger,12.71,Lunch,Dining,normal
d0ec73c9-01e5-4226-a880-405b94e87aaa,2023-01-03 14:15:29,user_007,CityPower,86.47,Electric Bill,Utilities,normal
d1b3fd0d-1a3f-48e7-99bd-c5423577f26d,2023-01-03 14:29:46,user_078,CityPower,131.98,Electric Bill,Utilities,normal
fe366a5a-fa59-4a1b-ad74-93b6ed2f1cb4,2023-01-03 15:10:59,user_019,RideGo,21.57,Trip,Transport,normal
30397a31-18d5-44df-8f9c-74d7376f1770,2023-01-03 15:20:39,user_073,RideGo,43.38,Ride to Work,Transport,normal
d539f75c-b636-40b1-aed7-8c2e7dcaefaf,2023-01-03 17:09:41,user_082,CoffeeSpot,9.27,Morning Brew,Dining,normal
2d0c4683-1a4a-4a33-b5ea-1c9a0d715a65,2023-01-03 19:55:09,user_071,GymBody,40.0,Gym Membership,Health,normal
b0d21788-88df-4db9-9b5e-80c0da230246,2023-01-03 20:29:55,user_131,StreamFlix,12.0,Streaming Service,Entertainment,normal
6ba9ed1c-a399-40f9-b37f-5b94dd7d2670,2023-01-03 20:53:19,user_085,FashionHub,119.95,Clothing,Shopping,normal
489ee09b-1d81-4a0c-8d28-454cd3c60806,2023-01-03 21:12:48,user_063,GymBody,40.0,Monthly Dues,Health,normal
673dba27-70eb-48fd-a288-aeae3d8a92c4,2023-01-03 21:19:39,user_195,GymBody,40.0,Monthly Dues,Health,normal
dbc4a75f-6ef9-415f-9471-1bca5bf375a4,2023-01-03 21:56:26,user_039,FashionHub,62.78,Accessory,Shopping,normal
af8a2a94-8f5d-4dd4-9b4e-f8613aa5ab4a,2023-01-04 00:00:00,user_130,StreamPlus,12.0,Streaming Plan,Entertainment,normal
add821c5-257a-4609-89a8-7c286a8fb13a,2023-01-04 00:06:25,user_280,CityPower,110.46,Power Usage,Utilities,normal
1b9f1995-478c-474d-a550-430b90f1d297,2023-01-04 00:23:53,user_174,TechStore,33.56,Repair,Electronics,normal
350e1693-8f18-4cd8-810a-c017e6d479b7,2023-01-04 00:41:10,user_296,FashionHub,98.59,Accessory,Shopping,normal
74791b80-f7ed-42f8-959a-9caa16a0cfff,2023-01-04 00:41:51,user_206,MetroTransit,5.8,Ride Share,Transport,normal
44cef827-2967-415e-950a-8304547c739e,2023-01-04 01:15:34,user_225,TechStore,52.67,Gadget,Electronics,normal
01e7dcba-e3a7-4cb1-bb0d-6b31da5975a2,2023-01-04 01:21:36,user_237,StreamFlix,12.0,Streaming Service,Entertainment,normal
353ab1bb-93b6-435c-a8e5-9dd632fe7623,2023-01-04 01:44:19,user_260,StreamFlix,12.0,Streaming Service,Entertainment,normal
e64adae3-92f3-4414-b334-9876b6f0b4e8,2023-01-04 02:25:07,user_198,GroceryMart,129.2,Store #402,Groceries,normal
3be64dfe-7615-48c3-90ee-0e4c74652d17,2023-01-04 02:26:05,user_002,MetroTransit,9.46,Subway Token,Transport,normal
eb682564-857c-4dec-9fa4-1be0c9416b65,2023-01-04 02:27:21,user_131,FashionHub,39.65,Clothing,Shopping,normal
ba9c0295-e093-4103-88eb-0f659bdd2e82,2023-01-04 03:06:35,user_102,MobileNet,58.77,Phone Bill,Utilities,normal
cfc62984-a365-4f93-9f89-c8d9a4576b5f,2023-01-04 03:16:06,user_270,FastBurger,29.69,Drive Thru,Dining,normal
fc7188c8-5992-40dd-963f-1309b70edee9,2023-01-04 03:22:27,user_180,StreamFlix,12.0,Streaming Service,Entertainment,normal
84b28376-2fe2-43bb-b364-3f8ff6f20acf,2023-01-04 04:09:09,user_031,CoffeeSpot,13.31,Coffee,Dining,normal
afca5a38-6ae0-425e-ae85-1809b1cc48d9,2023-01-04 04:17:42,user_041,FastBurger,14.28,Burger Combo,Dining,normal
7a4a56ff-c733-46ab-b519-ec82e3af2586,2023-01-04 04:22:10,user_154,CityPower,147.82,Power Usage,Utilities,normal
51711606-07d1-46d0-afb5-2c22558df14d,2023-01-04 04:28:15,user_034,MobileNet,48.1,Phone Bill,Utilities,normal
fa1d578f-bfc8-4bf1-8175-b4f1a89ed60d,2023-01-04 05:41:08,user_166,FastBurger,24.98,Drive Thru,Dining,normal
c256f949-7cac-4742-b99f-6bca373b03e4,2023-01-04 06:10:15,user_040,MobileNet,53.87,Phone Bill,Utilities,normal
75ba0472-d241-481b-b726-b92f115a2c2a,2023-01-04 06:47:42,user_048,MetroTransit,6.98,Subway Token,Transport,normal
937fe408-60f7-4b7a-8af6-83b97804dd2c,2023-01-04 07:36:04,user_094,CityPower,120.95,Power Usage,Utilities,normal
bde9300d-4d09-4126-989b-11f566459c09,2023-01-04 08:27:15,user_067,TechStore,372.76,Repair,Electronics,normal
180890ee-0625-4d0d-bf79-becf98b5a8fe,2023-01-04 08:31:01,user_131,CoffeeSpot,9.11,Morning Brew,Dining,normal
b271c50c-8f70-49ac-8a3f-49580025174e,2023-01-04 08:38:26,user_130,FastBurger,14.93,Lunch,Dining,normal
8dbe1e40-5219-4c49-a5a4-0e32441fb29f,2023-01-04 08:42:25,user_117,CityPower,123.23,Power Usage,Utilities,normal
fc88e87e-6b8f-4a76-9f6d-cbc05fb90a78,2023-01-04 08:53:16,user_179,GroceryMart,180.55,Weekly Shop,Groceries,normal
caf24ea3-2c51-40a9-a3b9-c766de11a93a,2023-01-04 09:22:12,user_253,GymBody,40.0,Monthly Dues,Health,normal
8ec0054d-5bfd-43de-a7f5-9356e87ff339,2023-01-04 09:25:03,user_171,TechStore,359.89,Cable,Electronics,normal
0ec7a2a5-15bf-4578-a5b8-1f32f0f41a9c,2023-01-04 09:51:59,user_149,TechStore,398.93,Gadget,Electronics,normal
f8520013-d605-4ed0-b886-f38ff4637c08,2023-01-04 10:01:07,user_158,FashionHub,146.28,Shoes,Shopping,normal
be242713-24ab-41dd-8437-2fe3a117698a,2023-01-04 10:44:51,user_141,StreamFlix,12.0,Streaming Service,Entertainment,normal
b1386517-dd16-4e4d-86a5-cf555453f1bf,2023-01-04 11:22:51,user_177,FastBurger,21.46,Burger Combo,Dining,normal
36221e56-b307-4340-8980-22fd5de993cf,2023-01-04 11:26:42,user_070,MobileNet,46.95,Data Plan,Utilities,normal
325e5898-e96c-44e2-8a37-0abfe51034e1,2023-01-04 11:53:37,user_035,StreamFlix,12.0,Monthly Sub,Entertainment,normal
5301348e-390e-4ab4-ba34-1e4f86546461,2023-01-04 12:42:26,user_223,TechStore,77.51,Gadget,Electronics,normal
d21afa60-359e-4603-a9e3-c7afe760abe5,2023-01-04 13:17:26,user_009,MobileNet,48.61,Data Plan,Utilities,normal
a3b0f5e4-8d54-40ec-a9b9-b65a06ee50dd,2023-01-04 13:40:04,user_157,MetroTransit,2.21,Ride Share,Transport,normal
e7ede2d0-151f-4642-843c-3d3a1f53d6c1,2023-01-04 14:15:51,user_138,GymBody,40.0,Monthly Dues,Health,normal
ed3d8814-bda2-42e8-8555-6db6824c21e9,2023-01-04 14:33:01,user_231,CityPower,94.01,Electric Bill,Utilities,normal
d5b21fae-ad4b-4bf1-8e50-5b4e5e295e97,2023-01-04 14:42:02,user_176,MetroTransit,4.98,Subway Token,Transport,normal
52261adb-7ffe-4ee0-8834-a4d878bf559a,2023-01-04 15:17:50,user_017,FashionHub,73.92,Accessory,Shopping,normal
4a5aed10-e9bc-44b4-b896-baf917ae07b9,2023-01-04 16:04:51,user_027,CoffeeSpot,12.44,Latte,Dining,normal
36b426a9-a9f7-41dd-8e27-32aa514f65cd,2023-01-04 17:36:02,user_070,GymBody,40.0,Monthly Dues,Health,normal
34f773d8-6fb2-4861-abce-d6ffc51f8cc0,2023-01-04 17:44:40,user_101,BookWorm,34.62,Novel,Shopping,normal
de9b5a8f-1814-4f2a-87d9-025535371017,2023-01-04 17:51:33,user_096,CityPower,120.45,Electric Bill,Utilities,normal
113e49ca-35e1-478c-abb9-a3da03b1664b,2023-01-04 18:00:51,user_075,TechStore,332.03,Cable,Electronics,normal
f3b98d99-1c32-4767-a80f-da9f12ea5054,2023-01-04 18:05:54,user_043,TechStore,279.75,Gadget,Electronics,normal
455f627e-9a5f-48f8-a6e7-7eea3222f8e8,2023-01-04 18:41:34,user_134,BookWorm,27.96,Novel,Shopping,normal
74a4377f-9fc1-4eb7-96a3-a07ca62640e9,2023-01-04 18:56:50,user_222,BookWorm,26.87,Stationery,Shopping,normal
